type_crue,crue_binaire,ts_maj,dest,type,mnemoligne,nomarret,idarret,idligne,harret,etat,nomligne
ALM,0,2022-01-19T10:57:43+01:00,BOUCHEMAINE CHANTOURTEAU,City_GNV_S,"""6""",CHANTOURTEAU,3167890,268435462,2022-01-19T10:53:53+01:00,,BOUCHEMAINE <> Z I  EST
ALM,0,2022-01-19T10:53:16+01:00,AVRILLE ADEZIERE,OMNIART,"""3""",MURS ERIGNE,3166809,268435459,2022-01-19T11:00:00+01:00,,MURS ERIGNE <> ADEZIERE SALETTE
ALM,0,2022-01-19T10:58:39+01:00,TRELAZE SAINT LEZIN,GX 327,"""10""",MENDES FRANCE,3166757,268435466,2022-01-19T10:55:48+01:00,,ST LEZIN SORGES <> SCHWEITZER
ALM,0,2022-01-19T10:58:39+01:00,CIRCULAIRE SENS B,GX 327,"""5""",DUNANT,3166424,268435461,2022-01-19T10:56:44+01:00,,CIRCULAIRE VERNEAU GARE EUROPE
ALM,0,2022-01-19T10:58:39+01:00,SAINT AUBIN LA SALLE,GX 327,"""12""",MONGAZON,3166773,268435468,2022-01-19T10:55:11+01:00,,M-MARCILLE <> ST AUBIN LA SALLE
ALM,0,2022-01-19T10:58:39+01:00,BEAUCOUZE  HAUTE ROCHE,MAN City,"""4""",CROIX CHEMINEE,3166285,268435460,2022-01-19T10:55:11+01:00,,BEAUCOUZE <> ST BARTHELEMY
ALM,0,2022-01-19T10:58:39+01:00,BEAUCOUZE L'ATOLL,CITYART,"""4""",CITRONNELLE,3167547,268435460,2022-01-19T10:55:09+01:00,,BEAUCOUZE <> ST BARTHELEMY
ALM,0,2022-01-19T10:58:39+01:00,MONPLAISIR,CITYART,"""1""",TRINITE,3167046,268435457,2022-01-19T10:55:12+01:00,,BELLE BEILLE <> MONPLAISIR
ALM,0,2022-01-19T10:58:39+01:00,IUT BELLE-BEILLE,CITYART,"""1""",CITE UNIVERSITAIRE,3166341,268435457,2022-01-19T10:55:12+01:00,,BELLE BEILLE <> MONPLAISIR
CENTENAIRE,1,2022-01-19T10:58:39+01:00,TRELAZE QUANTINIERE,City_GNV_A,"""2""",CIMETIERE DE TRELAZE,3166337,268435458,2022-01-19T10:55:21+01:00,,ST SYLVAIN BANCHAIS <>TRELAZE
EXCEPTIONNELLE,1,2022-01-19T10:58:39+01:00,TRELAZE QUANTINIERE,City_GNV_A,"""2""",CIMETIERE DE TRELAZE,3166337,268435458,2022-01-19T10:55:21+01:00,,ST SYLVAIN BANCHAIS <>TRELAZE
ALM,0,2022-01-19T10:58:39+01:00,LORRAINE,CITYSTD,"""7""",HOTEL DIEU,3166568,268435463,2022-01-19T10:55:10+01:00,,HOPITAL <> MONTREUIL JUIGNE
ALM,0,2022-01-19T10:58:39+01:00,CIRCULAIRE SENS A,CITYSTD,"""5""",DUMONT D'URVILLE,3166427,268435461,2022-01-19T10:55:58+01:00,,CIRCULAIRE VERNEAU GARE EUROPE
ALM,0,2022-01-19T10:58:39+01:00,ANGERS ROSERAIE,CITADIS,"""A""",FOCH HARAS,3166073,268435471,2022-01-19T10:55:06+01:00,,ARDENNE <> ROSERAIE
ALM,0,2022-01-19T10:58:39+01:00,ANGERS ROSERAIE,CITADIS,"""A""",TERRA BOTANICA,3166068,268435471,2022-01-19T10:55:22+01:00,,ARDENNE <> ROSERAIE
ALM,0,2022-01-19T10:58:39+01:00,ANGERS ROSERAIE,CITADIS,"""A""",JEAN VILAR,3166078,268435471,2022-01-19T10:56:14+01:00,,ARDENNE <> ROSERAIE
ALM,0,2022-01-19T10:55:36+01:00,CIRCULAIRE SENS A,CITYSTD,"""5""",5A VERNEAU AQUAVITA,3167603,268435461,2022-01-19T11:01:00+01:00,,CIRCULAIRE VERNEAU GARE EUROPE
ALM,0,2022-01-19T10:53:34+01:00,SAINT BARTHELEMY,MAN City,"""4""",SAINT BARTHELEMY,3167901,268435460,2022-01-19T10:49:53+01:00,,BEAUCOUZE <> ST BARTHELEMY
ALM,0,2022-01-19T10:58:39+01:00,ZI EST,OMNICITY,"""6""",PRUNIERS,3166910,268435462,2022-01-19T10:55:15+01:00,,BOUCHEMAINE <> Z I  EST
ALM,0,2022-01-19T10:58:39+01:00,BOUCHEMAINE CENTRE,OMNICITY,"""6""",MAISON DU LAC,3166669,268435462,2022-01-19T10:56:06+01:00,,BOUCHEMAINE <> Z I  EST
ALM,0,2022-01-19T10:58:39+01:00,L'HOIRIE LAC DE MAINE,OMNICITY,"""11""",FREMUR,3166482,268435467,2022-01-19T10:55:45+01:00,,LAC MAINE <> STE GEMMES CL ANJOU
ALM,0,2022-01-19T10:58:39+01:00,MONTREUIL JUIGNE,GX 327,"""7""",ESPERANTO,3166450,268435463,2022-01-19T10:55:30+01:00,,HOPITAL <> MONTREUIL JUIGNE
ALM,0,2022-01-19T10:58:39+01:00,MOULIN MARCILLE,GX 327,"""8""",PLACE LA FAYETTE,3166643,268435464,2022-01-19T10:55:00+01:00,,PONTS DE CE <>  AQUAVITA HOPITAL
CENTENAIRE,1,2022-01-19T10:58:39+01:00,AVRILLE ADEZIERE,MAN City,"""3""",MAIRIE PONTS DE CE,3166897,268435459,2022-01-19T10:56:28+01:00,,MURS ERIGNE <> ADEZIERE SALETTE
DECENNALE,1,2022-01-19T10:58:39+01:00,AVRILLE ADEZIERE,MAN City,"""3""",MAIRIE PONTS DE CE,3166897,268435459,2022-01-19T10:56:28+01:00,,MURS ERIGNE <> ADEZIERE SALETTE
EXCEPTIONNELLE,1,2022-01-19T10:58:39+01:00,AVRILLE ADEZIERE,MAN City,"""3""",MAIRIE PONTS DE CE,3166897,268435459,2022-01-19T10:56:28+01:00,,MURS ERIGNE <> ADEZIERE SALETTE
ALM,0,2022-01-19T10:58:39+01:00,SAINT BARTHELEMY,MAN City,"""4""",GRANGE AUX BELLES,3166535,268435460,2022-01-19T10:55:12+01:00,,BEAUCOUZE <> ST BARTHELEMY
ALM,0,2022-01-19T10:58:39+01:00,IUT BELLE-BEILLE,CITYART,"""1""",SAVARY,3166985,268435457,2022-01-19T10:55:19+01:00,,BELLE BEILLE <> MONPLAISIR
ALM,0,2022-01-19T10:58:39+01:00,BANCHAIS,City_GNV_A,"""2""",PAUL BERT,3166840,268435458,2022-01-19T10:55:25+01:00,,ST SYLVAIN BANCHAIS <>TRELAZE
ALM,0,2022-01-19T10:58:39+01:00,TRELAZE QUANTINIERE,City_GNV_A,"""2""",ECLATERIES,3166434,268435458,2022-01-19T10:55:18+01:00,,ST SYLVAIN BANCHAIS <>TRELAZE
ALM,0,2022-01-19T10:58:39+01:00,SAINT SYLVAIN,City_GNV_A,"""2""",LEO LAGRANGE,3166680,268435458,2022-01-19T10:55:21+01:00,,ST SYLVAIN BANCHAIS <>TRELAZE
ALM,0,2022-01-19T10:58:39+01:00,LORRAINE,CITYSTD,"""7""",BEL AIR,3166199,268435463,2022-01-19T10:55:53+01:00,,HOPITAL <> MONTREUIL JUIGNE
ALM,0,2022-01-19T10:58:39+01:00,MONTREUIL JUIGNE,CITYSTD,"""7""",LIZE,3166697,268435463,2022-01-19T10:55:11+01:00,,HOPITAL <> MONTREUIL JUIGNE
ALM,0,2022-01-19T10:58:39+01:00,AVRILLE ARDENNE,CITADIS,"""A""",VERNEAU,3166113,268435471,2022-01-19T10:56:15+01:00,,ARDENNE <> ROSERAIE
CENTENAIRE,1,2022-01-19T10:58:39+01:00,ANGERS ROSERAIE,CITADIS,"""A""",BERGES DE MAINE,3166067,268435471,2022-01-19T10:56:26+01:00,,ARDENNE <> ROSERAIE
DECENNALE,1,2022-01-19T10:58:39+01:00,ANGERS ROSERAIE,CITADIS,"""A""",BERGES DE MAINE,3166067,268435471,2022-01-19T10:56:26+01:00,,ARDENNE <> ROSERAIE
EXCEPTIONNELLE,1,2022-01-19T10:58:39+01:00,ANGERS ROSERAIE,CITADIS,"""A""",BERGES DE MAINE,3166067,268435471,2022-01-19T10:56:26+01:00,,ARDENNE <> ROSERAIE
ALM,0,2022-01-19T10:58:39+01:00,AVRILLE ARDENNE,CITADIS,"""A""",BASCULE,3166092,268435471,2022-01-19T10:55:12+01:00,,ARDENNE <> ROSERAIE
ALM,0,2022-01-19T10:58:39+01:00,AVRILLE ARDENNE,CITADIS,"""A""",LES GARES,3166106,268435471,2022-01-19T10:56:00+01:00,,ARDENNE <> ROSERAIE
ALM,0,2022-01-19T10:55:36+01:00,SAINTE GEMMES,CITYSTD,"""11""",ROCHE MORNA,3167900,268435467,2022-01-19T10:52:05+01:00,,LAC MAINE <> STE GEMMES CL ANJOU
ALM,0,2022-01-19T10:58:14+01:00,LES GARES,MAN City,"""14""",TERMINUS IUT,3168040,268435470,2022-01-19T11:03:00+01:00,,BELLE BEILLE EXPRESS <> GARES
ALM,0,2022-01-19T10:58:39+01:00,ESPACE ANJOU,OMNICITY,"""9""",COUBERTIN,3166847,268435465,2022-01-19T10:55:14+01:00,,ESPACE ANJOU <> EVENTARD
ALM,0,2022-01-19T10:58:39+01:00,ZI EST,OMNICITY,"""6""",CHATEAU,3166318,268435462,2022-01-19T10:55:36+01:00,,BOUCHEMAINE <> Z I  EST
ALM,0,2022-01-19T10:58:39+01:00,L'HOIRIE LAC DE MAINE,OMNICITY,"""11""",WIGAN,3167101,268435467,2022-01-19T10:55:29+01:00,,LAC MAINE <> STE GEMMES CL ANJOU
ALM,0,2022-01-19T10:58:39+01:00,CHU HOPITAL,GX 327,"""8""",BREMONT CHATEAU,3166249,268435464,2022-01-19T10:55:10+01:00,,PONTS DE CE <>  AQUAVITA HOPITAL
CENTENAIRE,1,2022-01-19T10:58:39+01:00,MAIRIE DES PONTS DE CE,GX 327,"""8""",MAIRIE PONTS DE CE,3167896,268435464,2022-01-19T10:55:05+01:00,,PONTS DE CE <>  AQUAVITA HOPITAL
EXCEPTIONNELLE,1,2022-01-19T10:58:39+01:00,MAIRIE DES PONTS DE CE,GX 327,"""8""",MAIRIE PONTS DE CE,3167896,268435464,2022-01-19T10:55:05+01:00,,PONTS DE CE <>  AQUAVITA HOPITAL
ALM,0,2022-01-19T10:58:39+01:00,BEAUCOUZE L'ATOLL,MAN City,"""4""",FOCH MAISON BLEUE,3166471,268435460,2022-01-19T10:56:31+01:00,,BEAUCOUZE <> ST BARTHELEMY
ALM,0,2022-01-19T10:58:39+01:00,SAINT BARTHELEMY,MAN City,"""4""",JAUDETTE,3166598,268435460,2022-01-19T10:56:54+01:00,,BEAUCOUZE <> ST BARTHELEMY
ALM,0,2022-01-19T10:58:39+01:00,BEAUCOUZE  HAUTE ROCHE,MAN City,"""4""",ELYSEE,3167811,268435460,2022-01-19T10:56:07+01:00,,BEAUCOUZE <> ST BARTHELEMY
EXCEPTIONNELLE,1,2022-01-19T10:58:39+01:00,MURS ERIGNE,OMNIART,"""3""",DUBE,3166419,268435459,2022-01-19T10:55:12+01:00,,MURS ERIGNE <> ADEZIERE SALETTE
ALM,0,2022-01-19T10:58:39+01:00,BANCHAIS,OMNIART,"""2""",MALRAUX,3167685,268435458,2022-01-19T10:55:30+01:00,,ST SYLVAIN BANCHAIS <>TRELAZE
ALM,0,2022-01-19T10:58:39+01:00,IUT BELLE-BEILLE,OMNIART,"""1""",MARCEL VIGNE,3167799,268435457,2022-01-19T10:56:17+01:00,,BELLE BEILLE <> MONPLAISIR
ALM,0,2022-01-19T10:58:39+01:00,MURS ERIGNE,OMNIART,"""3""",SAINTE CROIX,3166979,268435459,2022-01-19T10:56:01+01:00,,MURS ERIGNE <> ADEZIERE SALETTE
ALM,0,2022-01-19T10:58:39+01:00,MONPLAISIR,CITYART,"""1""",NOZAY,3166819,268435457,2022-01-19T10:55:14+01:00,,BELLE BEILLE <> MONPLAISIR
ALM,0,2022-01-19T10:58:39+01:00,MONPLAISIR,CITYART,"""1""",RESTAU UNIVERSITAIRE,3166943,268435457,2022-01-19T10:55:20+01:00,,BELLE BEILLE <> MONPLAISIR
ALM,0,2022-01-19T10:58:39+01:00,SAINT BARTHELEMY,City_GNV_A,"""4""",ARAGON,3166143,268435460,2022-01-19T10:55:29+01:00,,BEAUCOUZE <> ST BARTHELEMY
ALM,0,2022-01-19T10:58:39+01:00,CIRCULAIRE SENS A,CITYSTD,"""5""",CHATEAU,3166319,268435461,2022-01-19T10:55:16+01:00,,CIRCULAIRE VERNEAU GARE EUROPE
ALM,0,2022-01-19T10:58:39+01:00,CLINIQUE DE L'ANJOU,CITYSTD,"""11""",POIREL,3166885,268435467,2022-01-19T10:55:18+01:00,,LAC MAINE <> STE GEMMES CL ANJOU
ALM,0,2022-01-19T10:58:39+01:00,MOUL MARCILLE par TRELAZE,CITYSTD,"""12""",LAVOIR,3166656,268435468,2022-01-19T10:55:42+01:00,,M-MARCILLE <> ST AUBIN LA SALLE
ALM,0,2022-01-19T10:58:39+01:00,CIRCULAIRE SENS A,CITYSTD,"""5""",VANDELLANT,3167560,268435461,2022-01-19T10:55:08+01:00,,CIRCULAIRE VERNEAU GARE EUROPE
ALM,0,2022-01-19T10:58:39+01:00,AVRILLE ARDENNE,CITADIS,"""A""",JEAN VILAR,3166104,268435471,2022-01-19T10:56:57+01:00,,ARDENNE <> ROSERAIE
ALM,0,2022-01-19T10:58:39+01:00,AVRILLE ARDENNE,CITADIS,"""A""",CENTRE CONGRES,3167964,268435471,2022-01-19T10:55:10+01:00,,ARDENNE <> ROSERAIE
ALM,0,2022-01-19T10:58:39+01:00,ANGERS,CROSSWAY,"""42""",HOTEL DE VILLE,3167987,268435498,2022-01-19T10:54:13+01:00,,ECOUFLANT GRIMORELLE <> GARE
ALM,0,2022-01-19T10:58:39+01:00,LA MEMBROLLE,INTOURO,"""39""",AUCHAN,3166585,268435495,2022-01-19T10:56:22+01:00,,LA MEMBROLLE <> GARE
ALM,0,2022-01-19T10:49:18+01:00,ANGERS GARES,CROSSWAY,"""39""",CHESNAIE PRUILLE,3168046,268435495,2022-01-19T11:29:00+01:00,,LA MEMBROLLE <> GARE
ALM,0,2022-01-19T10:52:15+01:00,AQUAVITA VERNEAU,GX 327,"""8""",AQUA VITA,3167645,268435464,2022-01-19T10:48:40+01:00,,PONTS DE CE <>  AQUAVITA HOPITAL
ALM,0,2022-01-19T10:57:56+01:00,SAINT AUBIN LA SALLE,OMNICITY,"""12""",SAINT AUBIN LA SALLE,3167888,268435468,2022-01-19T10:54:26+01:00,,M-MARCILLE <> ST AUBIN LA SALLE
CENTENAIRE,1,2022-01-19T10:58:39+01:00,ESPACE ANJOU,OMNICITY,"""9""",FACULTE,3166458,268435465,2022-01-19T10:55:33+01:00,,ESPACE ANJOU <> EVENTARD
EXCEPTIONNELLE,1,2022-01-19T10:58:39+01:00,ESPACE ANJOU,OMNICITY,"""9""",FACULTE,3166458,268435465,2022-01-19T10:55:33+01:00,,ESPACE ANJOU <> EVENTARD
ALM,0,2022-01-19T10:58:39+01:00,SCHWEITZER,OMNICITY,"""10""",VOLTAIRE,3167096,268435466,2022-01-19T10:55:40+01:00,,ST LEZIN SORGES <> SCHWEITZER
ALM,0,2022-01-19T10:58:39+01:00,SAINTE GEMMES,OMNICITY,"""11""",WIGAN,3167100,268435467,2022-01-19T10:55:21+01:00,,LAC MAINE <> STE GEMMES CL ANJOU
ALM,0,2022-01-19T10:52:15+01:00,SAINT SYLVAIN,CITYART,"""2""",SAINT SYLVAIN,3167977,268435458,2022-01-19T10:48:36+01:00,,ST SYLVAIN BANCHAIS <>TRELAZE
CENTENAIRE,1,2022-01-19T10:58:39+01:00,CIRCULAIRE SENS B,OMNICITY,"""5""",ROI DE POLOGNE,3167713,268435461,2022-01-19T10:55:46+01:00,,CIRCULAIRE VERNEAU GARE EUROPE
DECENNALE,1,2022-01-19T10:58:39+01:00,CIRCULAIRE SENS B,OMNICITY,"""5""",ROI DE POLOGNE,3167713,268435461,2022-01-19T10:55:46+01:00,,CIRCULAIRE VERNEAU GARE EUROPE
EXCEPTIONNELLE,1,2022-01-19T10:58:39+01:00,CIRCULAIRE SENS B,OMNICITY,"""5""",ROI DE POLOGNE,3167713,268435461,2022-01-19T10:55:46+01:00,,CIRCULAIRE VERNEAU GARE EUROPE
ALM,0,2022-01-19T10:58:39+01:00,SCHWEITZER,GX 327,"""10""",HAUT PRESSOIR,3166557,268435466,2022-01-19T10:56:07+01:00,,ST LEZIN SORGES <> SCHWEITZER
ALM,0,2022-01-19T10:58:39+01:00,AVRILLE ADEZIERE,MAN City,"""3""",MAIRIE D'AVRILLE,3166726,268435459,2022-01-19T10:55:16+01:00,,MURS ERIGNE <> ADEZIERE SALETTE
ALM,0,2022-01-19T10:58:39+01:00,TRELAZE QUANTINIERE,MAN City,"""2""",MENDES FRANCE,3166757,268435458,2022-01-19T10:55:41+01:00,,ST SYLVAIN BANCHAIS <>TRELAZE
ALM,0,2022-01-19T10:58:39+01:00,MURS ERIGNE,MAN City,"""3""",MAIRIE D'AVRILLE,3166727,268435459,2022-01-19T10:55:39+01:00,,MURS ERIGNE <> ADEZIERE SALETTE
ALM,0,2022-01-19T10:58:39+01:00,MONPLAISIR,CITYART,"""1""",LES GARES,3166682,268435457,2022-01-19T10:55:18+01:00,,BELLE BEILLE <> MONPLAISIR
ALM,0,2022-01-19T10:58:39+01:00,IUT BELLE-BEILLE,CITYART,"""1""",AUVERGNE,3166167,268435457,2022-01-19T10:56:02+01:00,,BELLE BEILLE <> MONPLAISIR
ALM,0,2022-01-19T10:58:39+01:00,SAINT BARTHELEMY,City_GNV_A,"""4""",SECURITE SOCIALE,3166999,268435460,2022-01-19T10:56:21+01:00,,BEAUCOUZE <> ST BARTHELEMY
ALM,0,2022-01-19T10:58:39+01:00,ZI EST,CITYSTD,"""6""",CIMETIERE DE L'EST,3166335,268435462,2022-01-19T10:56:16+01:00,,BOUCHEMAINE <> Z I  EST
ALM,0,2022-01-19T10:58:39+01:00,CIRCULAIRE SENS B,CITYSTD,"""5""",BOUCHE THOMAS,3166243,268435461,2022-01-19T10:55:36+01:00,,CIRCULAIRE VERNEAU GARE EUROPE
ALM,0,2022-01-19T10:53:34+01:00,ANGERS ROSERAIE,CITADIS,"""A""",AVRILLE - ARDENNE,3166063,268435471,2022-01-19T10:55:20+01:00,,ARDENNE <> ROSERAIE
ALM,0,2022-01-19T10:50:37+01:00,CIRCULAIRE SENS B,CITYSTD,"""5""",5B VERNEAU AQUAVITA,3167605,268435461,2022-01-19T11:01:00+01:00,,CIRCULAIRE VERNEAU GARE EUROPE
ALM,0,2022-01-19T10:50:19+01:00,BANCHAIS,City_GNV_A,"""2""",BANCHAIS,3166177,268435458,2022-01-19T10:46:47+01:00,,ST SYLVAIN BANCHAIS <>TRELAZE
ALM,0,2022-01-19T10:49:55+01:00,TRELAZE SAINT LEZIN,GX 327,"""10""",SAINT LEZIN,3167695,268435466,2022-01-19T10:46:11+01:00,,ST LEZIN SORGES <> SCHWEITZER
ALM,0,2022-01-19T10:58:39+01:00,EVENTARD par MONPLAISIR,OMNICITY,"""9""",LORRAINE,3166707,268435465,2022-01-19T10:56:00+01:00,,ESPACE ANJOU <> EVENTARD
ALM,0,2022-01-19T10:58:39+01:00,EVENTARD par MONPLAISIR,OMNICITY,"""9""",DU BELLAY,3166420,268435465,2022-01-19T10:55:36+01:00,,ESPACE ANJOU <> EVENTARD
ALM,0,2022-01-19T10:58:39+01:00,SORGES,OMNICITY,"""10""",JUSTICES,3166624,268435466,2022-01-19T10:55:10+01:00,,ST LEZIN SORGES <> SCHWEITZER
ALM,0,2022-01-19T10:58:39+01:00,BOUCHEMAINE CHANTOURTEAU,OMNICITY,"""6""",BREMONT CHATEAU,3166249,268435462,2022-01-19T10:55:14+01:00,,BOUCHEMAINE <> Z I  EST
ALM,0,2022-01-19T10:58:39+01:00,BOUCHEMAINE CENTRE,OMNICITY,"""6""",COINTREAU,3166363,268435462,2022-01-19T10:55:57+01:00,,BOUCHEMAINE <> Z I  EST
ALM,0,2022-01-19T10:58:39+01:00,MOUL MARCILLE par TRELAZE,GX 327,"""12""",SECURITE SOCIALE,3167000,268435468,2022-01-19T10:56:17+01:00,,M-MARCILLE <> ST AUBIN LA SALLE
ALM,0,2022-01-19T10:58:39+01:00,AVRILLE ADEZIERE,MAN City,"""3""",CCI,3166286,268435459,2022-01-19T10:56:01+01:00,,MURS ERIGNE <> ADEZIERE SALETTE
ALM,0,2022-01-19T10:58:39+01:00,MONPLAISIR,OMNIART,"""1""",DESJARDINS,3166402,268435457,2022-01-19T10:55:51+01:00,,BELLE BEILLE <> MONPLAISIR
ALM,0,2022-01-19T10:58:39+01:00,IUT BELLE-BEILLE,CITYART,"""1""",GARES PAPIN,3166499,268435457,2022-01-19T10:55:37+01:00,,BELLE BEILLE <> MONPLAISIR
ALM,0,2022-01-19T10:58:39+01:00,SAINT SYLVAIN,City_GNV_A,"""2""",MIMOSAS,3166996,268435458,2022-01-19T10:55:36+01:00,,ST SYLVAIN BANCHAIS <>TRELAZE
ALM,,2022-01-19T11:30:17+01:00,AVRILLE ARDENNE,CITADIS,"""A""",ANGERS - ROSERAIE,3166090,268435471,2022-01-19T11:32:00+01:00,TDEP,ARDENNE <> ROSERAIE
ALM,,2022-01-19T11:32:58+01:00,TRELAZE SAINT LEZIN,GX 327,"""10""",SAINT LEZIN,3167695,268435466,2022-01-19T11:29:51+01:00,LIGN,ST LEZIN SORGES <> SCHWEITZER
ALM,,2022-01-19T11:32:58+01:00,VERNUSSON par TRELAZE,GX 327,"""12""",JARDINS FAMILIAUX,3167636,268435468,2022-01-19T11:29:57+01:00,LIGN,M-MARCILLE <> ST AUBIN LA SALLE
ALM,,2022-01-19T11:32:58+01:00,BEAUCOUZE  HAUTE ROCHE,MAN City,"""4""",INRA,3166584,268435460,2022-01-19T11:29:44+01:00,LIGN,BEAUCOUZE <> ST BARTHELEMY
ALM,,2022-01-19T11:32:58+01:00,PAS EN SERVICE,MAN City,"""4""",SORTIE DEPOT ST BART,3166399,268435460,2022-01-19T11:29:26+01:00,LIGN,BEAUCOUZE <> ST BARTHELEMY
ALM,,2022-01-19T11:32:58+01:00,AVRILLE ADEZIERE,OMNIART,"""3""",ANDRE LEROY,3166121,268435459,2022-01-19T11:30:34+01:00,LIGN,MURS ERIGNE <> ADEZIERE SALETTE
ALM,,2022-01-19T11:32:58+01:00,SAINT BARTHELEMY,CITYART,"""4""",ROI DE POLOGNE,3167713,268435460,2022-01-19T11:30:11+01:00,LIGN,BEAUCOUZE <> ST BARTHELEMY
ALM,,2022-01-19T11:32:58+01:00,MONPLAISIR,CITYART,"""1""",NOZAY,3166819,268435457,2022-01-19T11:29:27+01:00,LIGN,BELLE BEILLE <> MONPLAISIR
ALM,,2022-01-19T11:32:58+01:00,MONPLAISIR,CITYART,"""1""",FOCH HARAS,3166552,268435457,2022-01-19T11:31:01+01:00,LIGN,BELLE BEILLE <> MONPLAISIR
ALM,,2022-01-19T11:32:58+01:00,SAINT SYLVAIN,City_GNV_A,"""2""",VAL DE LOIRE,3167075,268435458,2022-01-19T11:29:30+01:00,LIGN,ST SYLVAIN BANCHAIS <>TRELAZE
ALM,,2022-01-19T11:32:58+01:00,MONTREUIL JUIGNE,CITYSTD,"""7""",GIRARD,3167701,268435463,2022-01-19T11:29:44+01:00,LIGN,HOPITAL <> MONTREUIL JUIGNE
ALM,,2022-01-19T11:32:58+01:00,CIRCULAIRE SENS A,CITYSTD,"""5""",5A VERNEAU AQUAVITA,3167805,268435461,2022-01-19T11:29:57+01:00,DEVP,CIRCULAIRE VERNEAU GARE EUROPE
ALM,,2022-01-19T11:32:58+01:00,ZI EST,City_GNV_S,"""6""",CHAPELLE BELLEBEILLE,3166317,268435462,2022-01-19T11:30:14+01:00,LIGN,BOUCHEMAINE <> Z I  EST
ALM,,2022-01-19T11:32:58+01:00,AVRILLE ARDENNE,CITADIS,"""A""",HOTEL DE VILLE,3167965,268435471,2022-01-19T11:30:39+01:00,LIGN,ARDENNE <> ROSERAIE
ALM,,2022-01-19T11:32:58+01:00,AVRILLE ARDENNE,CITADIS,"""A""",CAPUCINS,3166096,268435471,2022-01-19T11:31:01+01:00,LIGN,ARDENNE <> ROSERAIE
ALM,,2022-01-19T11:27:38+01:00,L'HOIRIE LAC DE MAINE,OMNICITY,"""11""",L'HOIRIE,3167895,268435467,2022-01-19T11:24:03+01:00,TARR,LAC MAINE <> STE GEMMES CL ANJOU
ALM,,2022-01-19T11:31:19+01:00,MONPLAISIR,CITYART,"""1""",TERMINUS IUT,3168040,268435457,2022-01-19T11:39:00+01:00,TDEP,BELLE BEILLE <> MONPLAISIR
ALM,,2022-01-19T11:29:34+01:00,ANGERS ROSERAIE,CITADIS,"""A""",AVRILLE - ARDENNE,3166063,268435471,2022-01-19T11:32:40+01:00,TDEP,ARDENNE <> ROSERAIE
ALM,,2022-01-19T11:32:58+01:00,ZI EST,OMNICITY,"""6""",MONTAIGNE,3166783,268435462,2022-01-19T11:30:15+01:00,LIGN,BOUCHEMAINE <> Z I  EST
ALM,,2022-01-19T11:32:58+01:00,ZI EST,OMNICITY,"""6""",VAL DE MAINE,3167666,268435462,2022-01-19T11:29:38+01:00,LIGN,BOUCHEMAINE <> Z I  EST
ALM,,2022-01-19T11:32:58+01:00,LORRAINE,GX 327,"""7""",IRLANDE,3166592,268435463,2022-01-19T11:29:50+01:00,LIGN,HOPITAL <> MONTREUIL JUIGNE
CENTENAIRE,,2022-01-19T11:32:58+01:00,CHU HOPITAL,GX 327,"""8""",GIRARDEAU,3167625,268435464,2022-01-19T11:29:49+01:00,LIGN,PONTS DE CE <>  AQUAVITA HOPITAL
EXCEPTIONNELLE,,2022-01-19T11:32:58+01:00,CHU HOPITAL,GX 327,"""8""",GIRARDEAU,3167625,268435464,2022-01-19T11:29:49+01:00,LIGN,PONTS DE CE <>  AQUAVITA HOPITAL
ALM,,2022-01-19T11:32:58+01:00,BEAUCOUZE L'ATOLL,MAN City,"""4""",GARES PAPIN,3166499,268435460,2022-01-19T11:29:42+01:00,LIGN,BEAUCOUZE <> ST BARTHELEMY
ALM,,2022-01-19T11:32:58+01:00,AVRILLE ADEZIERE,MAN City,"""3""",CLINIQUE ST DIDIER,3166352,268435459,2022-01-19T11:29:31+01:00,LIGN,MURS ERIGNE <> ADEZIERE SALETTE
ALM,,2022-01-19T11:32:58+01:00,SAINT BARTHELEMY,MAN City,"""4""",MONTAIGNE,3166783,268435460,2022-01-19T11:29:37+01:00,DEVP,BEAUCOUZE <> ST BARTHELEMY
ALM,,2022-01-19T11:32:58+01:00,TRELAZE QUANTINIERE,City_GNV_A,"""2""",7 SONNETTES,3167003,268435458,2022-01-19T11:29:33+01:00,LIGN,ST SYLVAIN BANCHAIS <>TRELAZE
CENTENAIRE,,2022-01-19T11:32:58+01:00,BANCHAIS,City_GNV_A,"""2""",CIMETIERE DE TRELAZE,3166338,268435458,2022-01-19T11:29:31+01:00,LIGN,ST SYLVAIN BANCHAIS <>TRELAZE
EXCEPTIONNELLE,,2022-01-19T11:32:58+01:00,BANCHAIS,City_GNV_A,"""2""",CIMETIERE DE TRELAZE,3166338,268435458,2022-01-19T11:29:31+01:00,LIGN,ST SYLVAIN BANCHAIS <>TRELAZE
ALM,,2022-01-19T11:32:58+01:00,SAINT SYLVAIN,City_GNV_A,"""2""",MIRBEAU,3167529,268435458,2022-01-19T11:30:28+01:00,LIGN,ST SYLVAIN BANCHAIS <>TRELAZE
ALM,,2022-01-19T11:32:58+01:00,LORRAINE,CITYSTD,"""7""",MENDES FRANCE,3166757,268435463,2022-01-19T11:29:57+01:00,LIGN,HOPITAL <> MONTREUIL JUIGNE
ALM,,2022-01-19T11:32:58+01:00,MONTREUIL JUIGNE,CITYSTD,"""7""",AUGUSTE RENOIR,3167784,268435463,2022-01-19T11:30:16+01:00,LIGN,HOPITAL <> MONTREUIL JUIGNE
